Section	Key	English	Amharic	Oromo	Tigrinya	Somali
status	status.suspended	Suspended	የታገደ	Dhaabbatee Jira	ደው ዝበለ	La hakiyey
status	status.trial	Trial	ሙከራ	Yaalii	ፈተነ	Tijaabo
status	status.paid	Paid	የተከፈለ	Kaffalame	ዝተኸፈለ	La bixiyey
status	status.critical	Critical	ወሳኝ	Muddamaa	ህጹጽ	Aad u deg deg ah
priority	priority.highest	Highest	ከፍተኛው	Olaanaa	ዝለዓለ	Ugu sarreeya
priority	priority.high	High	ከፍተኛ	Ol'aanaa	ልዑል	Sare
priority	priority.medium	Medium	መካከለኛ	Giddugaleessa	ማእከላይ	Dhexdhexaad
priority	priority.low	Low	ዝቅተኛ	Gad-aanaa	ትሑት	Hoose
priority	priority.lowest	Lowest	ዝቅተኛው	Gadaanaa	ዝተሓተ	Ugu hooseeya
priority	priority.critical	Critical	ወሳኝ	Muddamaa	ህጹጽ	Aad u deg deg ah
priority	priority.none	None	ምንም	Homaa	ዋላሓደ	Midna
auth	auth.signInTitle	Sign in	ግባ	Seeni	እቶ	Soo gal
auth	auth.signUpTitle	Create an account	አዲስ መለያ ፍጠር	Herrega haaraa uumi	ሓድሽ ኣካውንት ፍጠር	Akoon cusub samee
auth	auth.welcomeBack	Welcome back	እንኳን ደህና መጡ	Baga nagaan dhuftan	እንኳዕ ደሓን መጻእካ	Ku soo dhawoow
auth	auth.toYourWorkspace	to your workspace	ወደ የሥራ ቦታዎ	gara iddoo hojii keessanii	ናብ ናይ ስራሕ ቦታኻ	goobta shaqadaada
auth	auth.email	Email	ኢሜይል	Imeelii	ኢመይል	Iimeyl
auth	auth.password	Password	የይለፍ ቃል	Jecha Darbii	ቃለ-ምስጢር	Furaha sirta ah
auth	auth.name	Full Name	ሙሉ ስም	Maqaa Guutuu	ምሉእ ስም	Magaca oo dhan
auth	auth.forgotPassword	Forgot?	ረሱት?	Dagattan?	ረሲዕካ?	Ilowday?
auth	auth.noAccount	Don't have an account?	መለያ የለዎትም?	Herrega hin qabdan?	ኣካውንት የብልካን?	Akoon ma lihid?
auth	auth.hasAccount	Already have an account?	ቀድሞውኑ መለያ አለዎት?	Duraan herrega qabdu?	ድሮ ኣካውንት ኣለካ?	Hore akoon u leedahay?
auth	auth.invalidCredentials	Invalid credentials	ልክ ያልሆነ መረጃ	Ragaan sirrii miti	ቅኑዕ ዘይኮነ ሓበሬታ	Aqoonsiga waa khaldan yahay
auth	auth.accountLocked	Account is locked due to too many failed login attempts.	ብዙ ያልተሳኩ የመግቢያ ሙከራዎች ምክንያት መለያው ተቆልፏል።	Yaalii seensaa dogoggoraa baay'ee sababa ta'een herregni cufameera.	ብዙሕ ዘይሰለጠ ናይ ምእታው ፈተነ ምኽንያት ኣካውንት ተዓጽዩ።	Isku dayyo badan oo khaldan dartood akoonka waa la xidhay.
auth	auth.tryAgainIn	Please try again in {minutes} minutes.	እባክዎ ከ{minutes} ደቂቃ በኋላ እንደገና ይሞክሩ።	Daqiiqaa {minutes} booda irra deebi'uun yaalaa.	በጃኻ ድሕሪ {minutes} ደቓይቕ ዳግማይ ፈትን።	Fadlan {minutes} daqiiqo ka dib mar kale isku day.
auth	auth.projectsDescription	Projects, budgets, documents, and dashboards — all with native Ethiopian calendar and language support.	ፕሮጀክቶች፣ በጀቶች፣ ሰነዶች እና ዳሽቦርዶች — ሁሉም ከኢትዮጵያ ቀን መቁጠሪያ እና ቋንቋ ድጋፍ ጋር።	Pirojektota, baajeta, dokumantoota fi daashboordii — hunduu deeggarsa kaalaandarii fi afaan Itoophiyaa waliin.	ፕሮጀክትታት፣ በጀታት፣ ሰነዳት ን ዳሽቦርድ — ኩሉ ምስ ናይ ኢትዮጵያ ዓውደ-ኣዋርሕ ን ቋንቋ ደገፍ።	Mashruucyo, miisaaniyado, dukumentiyo, iyo dashboorkyo — dhammaan oo leh taageerada kalandarka Itoobiya iyo luuqadda.
auth	auth.ethiopianCalendar	Ethiopian Calendar	የኢትዮጵያ ቀን መቁጠሪያ	Kaalaandarii Itoophiyaa	ናይ ኢትዮጵያ ዓውደ-ኣዋርሕ	Kalandarka Itoobiya
auth	auth.languages	4 Languages	4 ቋንቋዎች	Afaan 4	5 ቋንቋታት	5 Luuqadood
auth	auth.etbBudgets	ETB Budgets	የብር በጀቶች	Baajeta Birriin	ናይ ብር በጀታት	Miisaaniyad Birr
auth	auth.aiDocuments	AI Documents	AI ሰነዶች	Dokumantoota AI	AI ሰነዳት	Dukumentiyada AI
auth	auth.directAccess	Direct access:	ቀጥታ መዳረሻ:	Qaqqabii kallattii:	ቀጥታ ምብጻሕ:	Marin toos ah:
auth	auth.builtForEthiopia	Built for Ethiopia	ለኢትዮጵያ የተሠራ	Itoophiyaaf Kan Ijaarame	ንኢትዮጵያ ዝተሃንጸ	Itoobiya loo dhisay
auth	auth.signingIn	Signing in...	በመግባት ላይ...	Seenaa jira...	ይኣቱ ኣሎ...	Waa la soo galayaa...
auth	auth.verifying	Verifying...	በማረጋገጥ ላይ...	Mirkaneessaa jira...	ይረጋገጽ ኣሎ...	Waa la xaqiijinayaa...
auth	auth.creatingAccount	Creating account...	መለያ በመፍጠር ላይ...	Herrega uumaa jira...	ኣካውንት ይፍጠር ኣሎ...	Akoon waa la samaynayaa...
auth	auth.createAccount	Create Account	መለያ ፍጠር	Herrega Uumi	ኣካውንት ፍጠር	Akoon Samee
auth	auth.confirmPassword	Confirm Password	የይለፍ ቃል አረጋግጥ	Jecha darbii mirkaneessi	ቃለ-ምስጢር ኣረጋግጽ	Furaha sirta xaqiiji
auth	auth.atLeast8Chars	At least 8 characters	ቢያንስ 8 ቁምፊዎች	Yoo xiqqaate arfii 8	ብውሕዱ 8 ፊደላት	Ugu yaraan 8 xaraf
auth	auth.containsNumber	Contains a number	ቁጥር ይዟል	Lakkoofsa of keessatti qaba	ቁጽሪ ዝሓዘ	Lambar ku jirta
auth	auth.containsUppercase	Contains an uppercase letter	አቢይ ፊደል ይዟል	Qubee guddaa qaba	ዓቢ ፊደል ዝሓዘ	Xaraf weyn ku jira
auth	auth.containsSpecialChar	Contains a special character	ልዩ ምልክት ይዟል	Mallattoo addaa qaba	ፍሉይ ምልክት ዝሓዘ	Calaamad gaar ah ku jirta
auth	auth.passwordStrength	Password strength	የይለፍ ቃል ጥንካሬ	Ciminaa jecha darbii	ሓይሊ ቃለ-ምስጢር	Xoogga furaha sirta
auth	auth.weak	Weak	ደካማ	Laafaa	ድኹም	Daciif
auth	auth.strong	Strong	ጠንካራ	Cimaa	ሓያል	Xoog badan
auth	auth.quickSetup	Quick setup	ፈጣን ማዋቀር	Qindaa'ina ariifataa	ቅልጡፍ ምትዕርራይ	Dejin degdeg ah
auth	auth.afterSignup	You can always change these later.	በኋላ ሁልጊዜ መቀየር ይችላሉ።	Booda yeroo barbaaddetti jijjiiruu dandeessu.	ድሒርካ ክትቅይሮ ትኽእል ኢኻ።	Mar walba waa beddeli kartaa.
auth	auth.termsAgreement	By signing up, you agree to our Terms of Service and Privacy Policy.	በመመዝገብ የአገልግሎት ውልና የግላዊነት ፖሊሲን ይቀበላሉ።	Galmaa'uudhaan haala tajaajilaa fi imaammata dhuunfummaa ni fudhatta.	ብምምዝጋብካ ናይ ኣገልግሎት ስምምዕ ን ናይ ምስጢራውነት ፖሊሲ ትሰማማዕ።	Isdiiwaangelintaada waxaad ku raacaysaa Shuruudaha Adeegga iyo Siyaasadda Asturnaanta.
auth	auth.passwordsDontMatch	Passwords don't match	የይለፍ ቃሎች አይዛመዱም	Jechoonni darbii wal hin simne	ቃለ-ምስጢራት ኣይሰማምዑን	Furayaasha sirtu iskuma ekayn
auth	auth.fullName	Full Name	ሙሉ ስም	Maqaa Guutuu	ምሉእ ስም	Magaca oo dhan
auth	auth.emailAddress	Email Address	የኢሜይል አድራሻ	Teessoo Imeelii	ናይ ኢመይል ኣድራሻ	Cinwaanka Iimeylka
auth	auth.newPassword	New Password	አዲስ የይለፍ ቃል	Jecha Darbii Haaraa	ሓድሽ ቃለ-ምስጢር	Fur sirta cusub
auth	auth.confirmNewPassword	Confirm New Password	አዲስ የይለፍ ቃል አረጋግጥ	Jecha Darbii Haaraa Mirkaneessi	ሓድሽ ቃለ-ምስጢር ኣረጋግጽ	Fur sirta cusub xaqiiji
auth	auth.passwordsMatch	Passwords match	የይለፍ ቃሎች ተዛምደዋል	Jechoonni darbii wal simaniiru	ቃለ-ምስጢራት ተሰማሚዖም	Furayaasha sirtu waa is leeyihiin
auth	auth.resetPassword	Reset Password	የይለፍ ቃል ዳግም አስጀምር	Jecha Darbii Haaromsi	ቃለ-ምስጢር ዳግማይ ጀምር	Furaha sirta dib u bilow
auth	auth.resettingPassword	Resetting password...	የይለፍ ቃል በማስጀመር ላይ...	Jecha darbii haaromsaa jira...	ቃለ-ምስጢር ይዳግም ኣሎ...	Furaha sirta dib loo bilaabanayaa...
auth	auth.passwordReset	Password reset successful	የይለፍ ቃል በተሳካ ሁኔታ ተቀይሯል	Jechni darbii milkaa'inaan haaromfame	ቃለ-ምስጢር ብዓወት ተዳጊሙ	Furaha sirta si guul leh dib loo bilaabay
auth	auth.sendResetInstructions	Send Reset Instructions	የዳግም ማስጀመሪያ መመሪያ ላክ	Qajeelfama haaromsaa ergi	ናይ ምዳጋም መምርሒ ስደድ	Tilmaamaha dib u bilaabista dir
auth	auth.sending	Sending...	በመላክ ላይ...	Ergaa jira...	ይስደድ ኣሎ...	Waa la dirayaa...
auth	auth.emailSent	Email sent! Check your inbox.	ኢሜይል ተልኳል! ኢንቦክስዎን ያረጋግጡ።	Imeeliin ergameera! Sanduuqa kee ilaali.	ኢመይል ተሰዲዱ! ኢንቦክስካ ርአ።	Iimeyl la diray! Sanduuqaaga hubi.
auth	auth.rememberPassword	Remember your password?	የይለፍ ቃልዎን ያስታውሳሉ?	Jecha darbii kee ni yaadattaa?	ቃለ-ምስጢርካ ትዝክሮ?	Furahaaga sirta ma xasuusataa?
auth	auth.backToSignIn	Back to Sign In	ወደ መግቢያ ተመለስ	Gara seensaatti deebi'i	ናብ ምእታው ተመለስ	Ku noqo soo galitaanka
auth	auth.forgotPasswordTitle	Forgot your password?	የይለፍ ቃልዎን ረሱት?	Jecha darbii kee dagatte?	ቃለ-ምስጢርካ ረሲዕካ?	Furahaaga sirta ma ilowday?
auth	auth.resetPasswordTitle	Reset your password	የይለፍ ቃልዎን ዳግም ያስጀምሩ	Jecha darbii kee haaromsi	ቃለ-ምስጢርካ ዳግማይ ጀምር	Furahaaga sirta dib u bilow
auth	auth.verifyEmailTitle	Verify your email	ኢሜይልዎን ያረጋግጡ	Imeelii kee mirkaneessi	ኢመይልካ ኣረጋግጽ	Iimeylkaaga xaqiiji
auth	auth.emailVerified	Email verified successfully	ኢሜይል በተሳካ ሁኔታ ተረጋግጧል	Imeeliin milkaa'inaan mirkanaa'e	ኢመይል ብዓወት ተረጋጊጹ	Iimeylka si guul leh loo xaqiijiyey
auth	auth.verificationFailed	Verification failed	ማረጋገጥ አልተሳካም	Mirkaneessuun hin milkoofne	ምርግጋጽ ኣይሰለጠን	Xaqiijintu ma guulaysan
auth	auth.continueToSignIn	Continue to Sign In	ወደ መግቢያ ቀጥል	Gara seensaatti itti fufi	ናብ ምእታው ቀጽል	U sii wad soo galitaanka
auth	auth.resendVerification	Resend verification email	የማረጋገጫ ኢሜይል እንደገና ላክ	Imeelii mirkaneessaa irra deebi'ii ergi	ናይ ምርግጋጽ ኢመይል ዳግማይ ስደድ	Iimeylka xaqiijinta dib u dir
auth	auth.twoFactorCode	Two-factor code	ሁለት-ደረጃ ኮድ	Koodii sadarkaa lamaa	ክልተ-ደረጃ ኮድ	Koodka laba-tallaabo
auth	auth.backupCode	Backup code	ተጠባባቂ ኮድ	Koodii deeggarsaa	ናይ ዕቝባ ኮድ	Koodka kaydka
auth	auth.verifyAndSignIn	Verify & Sign In	አረጋግጥ እና ግባ	Mirkaneessii Seeni	ኣረጋግጽ ን እቶ	Xaqiiji oo soo gal
auth	auth.google	Google	Google	Google	ጉግል	Google
auth	auth.microsoft	Microsoft	Microsoft	Microsoft	ማይክሮሶፍት	Microsoft
auth	auth.missingInvitationToken	Missing invitation token	የግብዣ ቶከን ጠፍቷል	Tokeenii afeerraa hin argamne	ናይ ዕድመ ቶከን ጎዲሉ	Calaamadda martiqaadka waa la la'yahay
auth	auth.invalidInvitation	Invalid invitation	ልክ ያልሆነ ግብዣ	Afeerraan sirrii miti	ቅኑዕ ዘይኮነ ዕድመ	Martiqaadku waa khaldan yahay
auth	auth.failedToValidateInvitation	Failed to validate invitation	ግብዣውን ማረጋገጥ አልተሳካም	Afeerraa mirkaneessuu hin dandeenye	ዕድመ ምርግጋጽ ኣይሰለጠን	Martiqaadka xaqiijintiisa waa la waayay
auth	auth.authError	Authentication Error	የማረጋገጫ ስህተት	Dogoggora Mirkanessuu	ናይ ምርግጋጽ ጌጋ	Khaladka aqoonsiga
auth	auth.configError	There is a problem with the server configuration. Please contact support if this persists.	የአገልጋይ ውቅር ችግር አለ። ይህ ከቀጠለ እባክዎ ድጋፍን ያግኙ።	Rakkoon qindaa'ina sarvarii jira. Yoo itti fufe deeggarsa quunnamaa.	ናይ ሰርቨር ኣወዳድባ ጸገም ኣሎ። ጸገሙ እንተ ቀጺሉ ደገፍ ርኸብ።	Dhibaato ayaa ka jirta habka server-ka. Fadlan la xiriir taageerada haddii ay sii jirto.
auth	auth.accessDenied	You do not have access to this resource.	ይህን ሀብት ለመጠቀም ፈቃድ የለዎትም።	Qabeenya kana ilaaluuf hayyamni hin jiru.	ነዚ ጸጋ ንምብጻሕ ፍቓድ የብልካን።	Marin uma lihid kheyraadkan.
auth	auth.verificationExpired	The verification link may have expired or already been used.	የማረጋገጫ ማገናኛው ጊዜው ያለፈ ወይም ቀድሞ ጥቅም ላይ ውሎ ሊሆን ይችላል።	Liinkiin mirkaneessaa yeroon isaa darbuu ykn duraan fayyadamamuu danda'a.	ናይ ምርግጋጽ ሊንክ ግዜኡ ወዲኡ ወይ ድሮ ተጠቒምሉ ክኸውን ይኽእል።	Xidhiidhka xaqiijinta wuxuu dhici karaa inuu dhacay ama hore loo isticmaalay.
auth	auth.genericAuthError	An authentication error occurred. Please try again.	የማረጋገጫ ስህተት ተፈጥሯል። እባክዎ እንደገና ይሞክሩ።	Dogoggorri mirkaneessuu uumameera. Irra deebi'ii yaalaa.	ናይ ምርግጋጽ ጌጋ ተፈጢሩ። በጃኻ ዳግማይ ፈትን።	Khalad aqoonsi ayaa dhacay. Fadlan mar kale isku day.
auth	auth.resetInstructionsSent	Password reset instructions have been sent to your email	የይለፍ ቃል ዳግም ማስጀመሪያ መመሪያዎች ወደ ኢሜይልዎ ተልከዋል	Qajeelfamni haaromsaa jecha darbii imeelii keessanitti ergameera	ናይ ቃለ-ምስጢር ምዳጋም መምርሒ ናብ ኢመይልካ ተሰዲዱ	Tilmaamaha dib u dejinta furaha sirta ayaa loo diray iimeylkaaga
auth	auth.failedToSendReset	Failed to send reset email	የዳግም ማስጀመሪያ ኢሜይል መላክ አልተሳካም	Imeelii haaromsaa erguu hin dandeenye	ናይ ምዳጋም ኢመይል ምስዳድ ኣይሰለጠን	Iimeylka dib u dejinta dirista waa laga waayay
auth	auth.somethingWentWrongTryAgain	Something went wrong. Please try again.	የሆነ ችግር ተፈጥሯል። እባክዎ እንደገና ይሞክሩ።	Wanti tokko dogoggore. Irra deebi'ii yaalaa.	ገለ ጸገም ተፈጢሩ። በጃኻ ዳግማይ ፈትን።	Wax baa qaldan. Fadlan mar kale isku day.
auth	auth.passwordMinLength	Password must be at least 8 characters	የይለፍ ቃል ቢያንስ 8 ቁምፊዎች መሆን አለበት	Jechni darbii yoo xiqqaate arfii 8 qabaachuu qaba	ቃለ-ምስጢር ብውሕዱ 8 ፊደላት ክኸውን ኣለዎ	Furaha sirtu waa inuu ugu yaraan 8 xaraf ahaadaa
auth	auth.passwordResetRedirecting	Password reset successfully! Redirecting to sign in...	የይለፍ ቃል በተሳካ ሁኔታ ተቀይሯል! ወደ መግቢያ በማዛወር ላይ...	Jechni darbii milkaa'inaan haaromfame! Gara seensaatti geessaa jira...	ቃለ-ምስጢር ብዓወት ተዳጊሙ! ናብ ምእታው ይኸይድ ኣሎ...	Furaha sirta si guul leh dib loo dejiyey! Waa lagugu wareejinayaa soo galitaanka...
auth	auth.failedToResetPassword	Failed to reset password	የይለፍ ቃል ዳግም ማስጀመር አልተሳካም	Jecha darbii haaromsuu hin dandeenye	ቃለ-ምስጢር ምዳጋም ኣይሰለጠን	Furaha sirta dib u dejintiisa waa la waayay
auth	auth.invalidResetLink	Invalid reset link. Please request a new password reset.	ልክ ያልሆነ የዳግም ማስጀመሪያ ማገናኛ። እባክዎ አዲስ የይለፍ ቃል ዳግም ማስጀመሪያ ይጠይቁ።	Liinkiin haaromsaa sirrii miti. Haaromsaa jecha darbii haaraa gaafadhaa.	ቅኑዕ ዘይኮነ ናይ ምዳጋም ሊንክ። በጃኻ ሓድሽ ናይ ቃለ-ምስጢር ምዳጋም ሕተት።	Xidhiidhka dib u dejintu waa khaldan yahay. Fadlan codso dib u dejin cusub.
auth	auth.invalidVerificationLink	Invalid verification link. Please check your email for the correct link.	ልክ ያልሆነ የማረጋገጫ ማገናኛ። እባክዎ ኢሜይልዎን ለትክክለኛው ማገናኛ ያረጋግጡ።	Liinkiin mirkaneessaa sirrii miti. Liinkii sirrii ta'eef imeelii keessan ilaalaa.	ቅኑዕ ዘይኮነ ናይ ምርግጋጽ ሊንክ። በጃኻ ኢመይልካ ነቲ ቅኑዕ ሊንክ ርአ።	Xidhiidhka xaqiijintu waa khaldan yahay. Fadlan iimeylkaaga ka hubi xidhiidhka saxda ah.
auth	auth.failedToVerifyEmail	Failed to verify email	ኢሜይል ማረጋገጥ አልተሳካም	Imeelii mirkaneessuu hin dandeenye	ኢመይል ምርግጋጽ ኣይሰለጠን	Iimeylka xaqiijintiisa waa la waayay
auth	auth.emailVerifiedRedirecting	Email verified successfully! Redirecting to dashboard...	ኢሜይል በተሳካ ሁኔታ ተረጋግጧል! ወደ ዳሽቦርድ በማዛወር ላይ...	Imeeliin milkaa'inaan mirkanaa'e! Gara daashboorditti geessaa jira...	ኢመይል ብዓወት ተረጋጊጹ! ናብ ዳሽቦርድ ይኸይድ ኣሎ...	Iimeylka si guul leh loo xaqiijiyey! Waa lagugu wareejinayaa dashboorkka...
auth	auth.failedToVerifyEmailRetry	Failed to verify email. Please try again.	ኢሜይል ማረጋገጥ አልተሳካም። እባክዎ እንደገና ይሞክሩ።	Imeelii mirkaneessuu hin dandeenye. Irra deebi'ii yaalaa.	ኢመይል ምርግጋጽ ኣይሰለጠን። በጃኻ ዳግማይ ፈትን።	Iimeylka xaqiijintiisa waa la waayay. Fadlan mar kale isku day.
auth	auth.verificationEmailSent	Verification email sent! Please check your inbox.	የማረጋገጫ ኢሜይል ተልኳል! እባክዎ ኢንቦክስዎን ያረጋግጡ።	Imeeliin mirkaneessaa ergameera! Sanduuqa kee ilaali.	ናይ ምርግጋጽ ኢመይል ተሰዲዱ! በጃኻ ኢንቦክስካ ርአ።	Iimeylka xaqiijinta waa la diray! Fadlan sanduuqaaga hubi.
auth	auth.failedToSendVerification	Failed to send verification email	የማረጋገጫ ኢሜይል መላክ አልተሳካም	Imeelii mirkaneessaa erguu hin dandeenye	ናይ ምርግጋጽ ኢመይል ምስዳድ ኣይሰለጠን	Iimeylka xaqiijinta dirista waa laga waayay
auth	auth.welcomeToOnekof	Welcome to Onekof!	እንኳን ወደ Onekof በደህና መጡ!	Baga gara Onekof dhuftan!	ናብ Onekof እንኳዕ ብደሓን መጻእካ!	Ku soo dhawoow Onekof!
auth	auth.yourEmailVerified	Your Email is Verified	ኢሜይልዎ ተረጋግጧል	Imeeliin Keessan Mirkanaa'eera	ኢመይልካ ተረጋጊጹ	Iimeylkaagu waa la xaqiijiyey
auth	auth.verifyYourEmail	Verify Your Email	ኢሜይልዎን ያረጋግጡ	Imeelii Keessan Mirkaneessaa	ኢመይልካ ኣረጋግጽ	Iimeylkaaga xaqiiji
auth	auth.resetInstructions	We'll send you instructions to reset your password and get you back on track.	የይለፍ ቃልዎን ለማስጀመር መመሪያ እንልክልዎታለን።	Jecha darbii haaromsuuf qajeelfama isiniif ergina.	ቃለ-ምስጢርካ ንምዳጋም መምርሒ ክንሰደልካ ኢና።	Waxaan kuu soo diri doonnaa tilmaamo aad ku dib u dejiso furahaaga sirta.
auth	auth.copyright	2026 Onekof. Built with love in Ethiopia	2026 Onekof. በኢትዮጵያ በፍቅር የተሠራ	2026 Onekof. Itoophiyaa keessatti jaalaladhaan ijaarame	2026 Onekof። ብፍቕሪ ኣብ ኢትዮጵያ ዝተሃንጸ	2026 Onekof. Jacayl leh Itoobiya looga dhisay
projects	projects.title	Projects	ፕሮጀክቶች	Pirojektota	ፕሮጀክትታት	Mashruucyo
projects	projects.newProject	New Project	አዲስ ፕሮጀክት	Pirojektii Haaraa	ሓድሽ ፕሮጀክት	Mashruuc cusub
projects	projects.noProjects	No projects yet	እስካሁን ፕሮጀክት የለም	Hanga ammaatti pirojektiin hin jiru	ክሳብ ሕጂ ፕሮጀክት የለን	Weli mashruuc ma jiro
projects	projects.createFirst	Create your first project to get started.	ለመጀመር የመጀመሪያ ፕሮጀክትዎን ይፍጠሩ።	Jalqabuuf pirojektii jalqabaa keessan uumaa.	ንምጅማር ቀዳማይ ፕሮጀክትካ ፍጠር።	Si aad u bilowdo mashruucaaga koowaad samee.
